"SK_SNAPSHOT_DATE","REGION_KEY","MAKE_MODEL_DESCRIPTION","VARIANT","DERIVATIVE","FUEL_TYPE","TRANSMISSION_TYPE","BODY_TYPE","NUMBER_OF_DOORS","ENGINE_CC_SIZE","VEHICLE_SECTOR","YEAR_OF_REGISTRATION","MILEAGE","VEHICLE_PRICE"
"20100101","SC","VAUXHALL CORSA","HATCHBACK (2006 - 2011)","1.2 i 16v Club 5dr","Petrol","Manual","Hatchback","5","1229","Supermini Cars","2008","6465","7699"
"20100101","SC","VAUXHALL CORSA","HATCHBACK (2006 - 2011)","1.2 i 16v Club 5dr","Petrol","Manual","Hatchback","5","1229","Supermini Cars","2007","17600","6995"
"20100101","SC","VAUXHALL MERIVA","ESTATE (2003 - 2005)","1.6 16V Design Easytronic 5dr","Petrol","Automatic","MPV","5","1598","Unknown","2006","27044","7288"
"20100101","SC","VAUXHALL MERIVA","ESTATE (2003 - 2005)","1.6 16V Design Easytronic 5dr","Petrol","Automatic","MPV","5","1598","Unknown","2004","51683","4288"
"20100101","SC","VAUXHALL MERIVA","MPV (2003 - 2011)","1.6 i 16v Breeze Plus 5dr","Petrol","Manual","MPV","5","1598","Compact MPVs","2009","9541","8995"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","2005","17140","7988"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","2006","39622","8488"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","-1","5","13499"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","-1","5","13499"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","-1","11","13599"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","-1","12","13499"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","-1","5","13499"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","2006","16008","7495"
"20100101","SC","VAUXHALL TIGRA","CONVERTIBLE (2004 - 2010)","1.4 i 16v Sport 2dr","Petrol","Manual","Convertible","2","1364","General Market Convertibles","2008","12500","9488"
