"SK_SNAPSHOT_DATE","REGION_KEY","MAKE_MODEL_DESCRIPTION","VARIANT","DERIVATIVE","FUEL_TYPE","TRANSMISSION_TYPE","BODY_TYPE","NUMBER_OF_DOORS","ENGINE_CC_SIZE","VEHICLE_SECTOR","YEAR_OF_REGISTRATION","MILEAGE","VEHICLE_PRICE"
"20100101","SC","ALFA ROMEO 145","HATCHBACK (1997 - 2001)","1.6 T.Spark 16v 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","1999","69000","1295"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.9 JTD Lusso 3dr","Diesel","Manual","Hatchback","3","1910","Lower Medium Cars","2003","61368","4950"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.9 JTD 16v Turismo 3dr","Diesel","Manual","Hatchback","3","1910","Lower Medium Cars","2003","63000","4495"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2003","48500","3995"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2005","56400","4895"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2005","56000","5495"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2003","41000","3995"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2005","48000","4995"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2005","23000","5995"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2005","5703","6695"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2002","41000","2990"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2003","35000","3995"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2003","40000","3995"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 3dr","Petrol","Manual","Hatchback","3","1598","Lower Medium Cars","2004","42000","4795"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1598","Lower Medium Cars","2002","40000","2895"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1598","Lower Medium Cars","2003","55000","3990"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1598","Lower Medium Cars","2003","60000","3495"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","1.6 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1598","Lower Medium Cars","2004","46000","3795"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","2.0 T.Spark Lusso Selespeed 3dr","Petrol","Manual","Hatchback","3","1970","Lower Medium Cars","2003","50000","3988"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","2.0 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1970","Lower Medium Cars","2003","46428","5495"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","2.0 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1970","Lower Medium Cars","2005","31296","6495"
"20100101","SC","ALFA ROMEO 147","HATCHBACK (2001 - 2005)","2.0 T.Spark Lusso 5dr","Petrol","Manual","Hatchback","5","1970","Lower Medium Cars","2002","48000","3990"
"20100101","SC","ALFA ROMEO 156 SPORTWAGON","ESTATE (2003 - 2006)","1.9 JTD Turismo 5dr","Diesel","Manual","Estate","5","1910","Upper Medium Cars","2004","85000","3850"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","1.6 T.Spark 4dr","Petrol","Manual","Saloon","4","1598","Upper Medium Cars","2002","50000","1795"
"20100101","SC","ALFA ROMEO 156","SALOON (1997 - 2002)","1.6 TS Veloce 4dr","Petrol","Manual","Saloon","4","1598","Unknown","2001","154000","1498"
"20100101","SC","ALFA ROMEO 156","SALOON (1997 - 2002)","1.6 TS Veloce 4dr","Petrol","Manual","Saloon","4","1598","Unknown","2002","78000","2495"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","1.8 T.Spark Lusso 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2001","95568","2095"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","1.8 T.Spark Turismo 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2002","40000","3995"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","2.0 T.Spark Veloce Selespeed 4dr","Petrol","Manual","Saloon","4","1970","Upper Medium Cars","1999","0","1495"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","2.0 T.Spark Veloce Selespeed 4dr","Petrol","Manual","Saloon","4","1970","Upper Medium Cars","2001","49500","1650"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","2.0 T.Spark Lusso 4dr","Petrol","Manual","Saloon","4","1970","Upper Medium Cars","2002","0","2690"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.6 T.Spark Veloce 4dr","Petrol","Manual","Saloon","4","1598","Upper Medium Cars","2004","46213","4495"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.6 T.Spark Veloce 4dr","Petrol","Manual","Saloon","4","1598","Upper Medium Cars","2004","46213","4495"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.6 T.Spark Veloce 4dr","Petrol","Manual","Saloon","4","1598","Upper Medium Cars","2003","92500","2500"
"20100101","SC","ALFA ROMEO 156","SALOON (2002 - 2005)","1.6 TS Veloce 2 4dr","Petrol","Manual","Saloon","4","1598","Unknown","2004","35234","3999"
"20100101","SC","ALFA ROMEO 156","SALOON (2002 - 2005)","1.6 TS Veloce 2 4dr","Petrol","Manual","Saloon","4","1598","Unknown","2004","42891","4995"
"20100101","SC","ALFA ROMEO 156","SALOON (1998 - 2005)","1.8 T.Spark Veloce 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2004","46800","3995"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.8 T.Spark Turismo 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2003","61119","2991"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.8 T.Spark Turismo 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2002","79000","1795"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.8 T.Spark Turismo 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2003","60000","2495"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.8 T.Spark Turismo 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2003","65600","3295"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","1.8 T.Spark Turismo 4dr","Petrol","Manual","Saloon","4","1747","Upper Medium Cars","2002","0","2495"
"20100101","SC","ALFA ROMEO 156","SALOON (2003 - 2006)","2.0 JTS Veloce 4dr","Petrol","Manual","Saloon","4","1970","Upper Medium Cars","2003","25000","4695"
"20100101","SC","ALFA ROMEO 166","SALOON (1999 - 2004)","2.0 T.Spark 16v 4dr","Petrol","Manual","Saloon","4","1970","Large Cars","2002","96250","2495"
"20100101","SC","ALFA ROMEO 166","SALOON (1999 - 2004)","2.0 T.Spark 16v 4dr","Petrol","Manual","Saloon","4","1970","Large Cars","2003","58000","2995"
"20100101","SC","ALFA ROMEO GTV","COUPE (1996 - 2003)","2.0 T.Spark 16v Turismo 2dr","Petrol","Manual","Coupe","2","1970","General Market Coupes","1999","25000","3395"
"20100101","SC","ALFA ROMEO GTV","COUPE (1996 - 2003)","2.0 T.Spark 16v Turismo 2dr","Petrol","Manual","Coupe","2","1970","General Market Coupes","1999","78000","2499"
"20100101","SC","ALFA ROMEO GTV","COUPE (1996 - 2003)","2.0 T.Spark 16v Turismo 2dr","Petrol","Manual","Coupe","2","1970","General Market Coupes","2002","67000","3495"
"20100101","SC","ALFA ROMEO GTV","COUPE (1996 - 2003)","2.0 T.Spark 16v Turismo 2dr","Petrol","Manual","Coupe","2","1970","General Market Coupes","2003","71000","3995"
"20100101","SC","ALFA ROMEO SPIDER","CONVERTIBLE (1996 - 2011)","3.0 V6 24v 2dr","Petrol","Manual","Convertible","2","2959","General Market Convertibles","2002","70000","4990"
"20100101","SC","ASTON MARTIN V8","COUPE (1975 - 1989)","GT Sports 2dr Auto","Petrol","Automatic","Coupe","2","5340","Unknown","1981","67000","39995"
"20100101","SC","AUDI A2","HATCHBACK (2000 - 2006)","1.4 TDI SE 5dr","Diesel","Manual","Hatchback","5","1422","Premium Supermini","2002","66658","6199"
"20100101","SC","AUDI A2","HATCHBACK (2000 - 2006)","1.4 SE 5dr","Petrol","Manual","Hatchback","5","1390","Premium Supermini","2004","55362","7995"
"20100101","SC","AUDI A2","HATCHBACK (2000 - 2006)","1.4 SE 5dr","Petrol","Manual","Hatchback","5","1390","Premium Supermini","2002","80000","3788"
"20100101","SC","AUDI A2","HATCHBACK (2000 - 2006)","1.4 SE 5dr","Petrol","Manual","Hatchback","5","1390","Premium Supermini","2001","59000","4995"
"20100101","SC","AUDI A2","HATCHBACK (2000 - 2006)","1.6 FSI 5dr","Petrol","Manual","Hatchback","5","1598","Premium Supermini","2003","33750","6795"
"20100101","SC","AUDI A2","HATCHBACK (2000 - 2006)","1.6 FSI 5dr","Petrol","Manual","Hatchback","5","1598","Premium Supermini","2003","42000","4995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","1999","129000","1695"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2001","74000","3750"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI Sport 5dr","Diesel","Manual","Hatchback","5","1896","Premium Lower Medium","2000","0","3995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI Sport Quattro 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2002","84000","5985"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI Sport Quattro 5dr","Diesel","Manual","Hatchback","5","1896","Premium Lower Medium","2003","80000","5950"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI SE 5dr","Diesel","Manual","Hatchback","5","1896","Premium Lower Medium","2003","85000","5995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2002","96000","5495"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.9 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2002","0","4990"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.9 TDI 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2007","41000","11995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.9 TDI SE 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2005","44418","9995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.9 TDI SE 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2005","39467","11495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.9 TDI SE 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2004","0","6475"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.9 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2008","15862","15995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.9 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1896","Premium Lower Medium","2008","28528","14988"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2004","0","8495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI SE 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2006","29000","10495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI SE 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2005","79255","8995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI SE 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2004","57000","8495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI SE 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2004","0","6499"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI SE 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2005","41000","11995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TD SE DSG 3dr","Diesel","Automatic","Hatchback","3","1968","Premium Lower Medium","2008","131","17995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TD SE DSG 3dr","Diesel","Automatic","Hatchback","3","1968","Premium Lower Medium","2004","54000","8990"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2003","80000","6995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2006","46759","11995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2005","33000","8995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2007","11787","14988"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2004","65000","7995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2008","14714","17995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2006","42000","13995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2008","5967","17495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2005","52300","9490"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2007","26091","13995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2005","52000","8995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TDI Sport 3dr","Diesel","Manual","Hatchback","3","1968","Premium Lower Medium","2004","52000","8950"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 TD Sport DSG 3dr","Diesel","Automatic","Hatchback","3","1968","Premium Lower Medium","2004","71500","7995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.6 SE 3dr","Petrol","Manual","Hatchback","3","1595","Premium Lower Medium","2001","95800","1575"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.6 SE 5dr","Petrol","Manual","Hatchback","5","1595","Premium Lower Medium","2003","77000","4795"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport Quattro 5dr","Petrol","Manual","Hatchback","5","1781","Premium Lower Medium","2002","110954","3750"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 SE 3dr","Petrol","Automatic","Hatchback","3","1781","Premium Lower Medium","1999","110000","2795"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport Quattro 5dr","Petrol","Manual","Hatchback","5","1781","Premium Lower Medium","2000","94000","3495"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport 3dr","Petrol","Manual","Hatchback","3","1781","Premium Lower Medium","1998","52000","3995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport 3dr","Petrol","Manual","Hatchback","3","1781","Premium Lower Medium","2002","82400","4495"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport 3dr","Petrol","Manual","Hatchback","3","1781","Premium Lower Medium","2001","75104","4995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport 3dr","Petrol","Manual","Hatchback","3","1781","Premium Lower Medium","1997","115000","1995"
"20100101","SC","AUDI A3","HATCHBACK (1996 - 2003)","1.8 T Sport 5dr","Petrol","Manual","Hatchback","5","1781","Premium Lower Medium","2000","108000","3200"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.6 FSI SE 3dr","Petrol","Manual","Hatchback","3","1598","Premium Lower Medium","2003","23245","7900"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.6 FSI Sport 3dr","Petrol","Manual","Hatchback","3","1598","Premium Lower Medium","2006","44000","9495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.6 FSI Sport 3dr","Petrol","Manual","Hatchback","3","1598","Premium Lower Medium","2004","72000","7950"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","1.6 SE 3dr","Petrol","Manual","Hatchback","3","1595","Premium Lower Medium","2005","57000","7995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2004","44649","6995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2004","35000","7490"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2004","35000","8495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2004","37000","7495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI Sport 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2004","46300","8995"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI Sport 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2003","46000","7495"
"20100101","SC","AUDI A3","HATCHBACK (2003 - 2012)","2.0 FSI Sport 3dr","Petrol","Manual","Hatchback","3","1984","Premium Lower Medium","2004","45000","7995"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","1.8 T 5dr","Petrol","Manual","Estate","5","1781","Premium Upper Medium Cars","2005","31000","9974"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","3.0 SE Quattro 5dr","Petrol","Manual","Estate","5","2976","Premium Upper Medium Cars","2002","80000","5495"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","1.8 T Sport 2dr","Petrol","Manual","Convertible","2","1781","Premium Upper Medium Convertibles","2004","47623","14495"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","1.8 T Sport 2dr","Petrol","Manual","Convertible","2","1781","Premium Upper Medium Convertibles","2004","14000","12995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","1.8 T Sport 2dr","Petrol","Manual","Convertible","2","1781","Premium Upper Medium Convertibles","2004","63000","9990"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","2.4 Sport 2dr (CVT)","Petrol","Automatic","Convertible","2","2393","Premium Upper Medium Convertibles","2003","44000","11995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","2.4 Sport 2dr (CVT)","Petrol","Automatic","Convertible","2","2393","Premium Upper Medium Convertibles","2003","63893","8995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","2.4 Sport 2dr (CVT)","Petrol","Automatic","Convertible","2","2393","Premium Upper Medium Convertibles","2003","62000","9995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","2.4 Sport 2dr","Petrol","Manual","Convertible","2","2393","Premium Upper Medium Convertibles","2003","90000","7995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","3.0 Sport 2dr (CVT)","Petrol","Automatic","Convertible","2","2976","Premium Upper Medium Convertibles","2002","67559","9495"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","3.0 Sport 2dr (CVT)","Petrol","Automatic","Convertible","2","2976","Premium Upper Medium Convertibles","2003","0","8990"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","3.0 Sport 2dr (CVT)","Petrol","Automatic","Convertible","2","2976","Premium Upper Medium Convertibles","2003","58000","10995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","1.8 T Quattro 2dr","Petrol","Manual","Convertible","2","1781","Premium Upper Medium Convertibles","2005","0","8995"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","3.0 Sport Quattro 2dr","Petrol","Manual","Convertible","2","2976","Premium Upper Medium Convertibles","2004","73000","9970"
"20100101","SC","AUDI A4 AVANT","ESTATE (1996 - 2001)","1.9 TDI SE 5dr","Diesel","Manual","Estate","5","1896","Premium Upper Medium Cars","2001","76000","5495"
"20100101","SC","AUDI A4 AVANT","ESTATE (1996 - 2001)","1.9 TDI SE 5dr","Diesel","Manual","Estate","5","1896","Premium Upper Medium Cars","2001","105946","3999"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","1.9 TDI SE 5dr","Diesel","Manual","Estate","5","1896","Premium Upper Medium Cars","2004","53000","8995"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","1.9 TDI Sport Quattro 5dr","Diesel","Manual","Estate","5","1896","Premium Upper Medium Cars","2004","45615","11450"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","1.9 TD SE 5dr","Diesel","Manual","Estate","5","1896","Premium Upper Medium Cars","2003","72174","6495"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","1.9 TDI Sport 5dr","Diesel","Manual","Estate","5","1896","Premium Upper Medium Cars","2003","70000","6495"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","2.5 TDI Sport Quattro 5dr","Diesel","Manual","Estate","5","2496","Premium Upper Medium Cars","2001","0","5695"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","2.5 TDI SE 5dr","Diesel","Manual","Estate","5","2496","Premium Upper Medium Cars","2003","71500","7495"
"20100101","SC","AUDI A4 AVANT","ESTATE (2001 - 2004)","2.5 TDI Sport 5dr","Diesel","Manual","Estate","5","2496","Premium Upper Medium Cars","2003","85000","7495"
"20100101","SC","AUDI A4 CABRIOLET","CONVERTIBLE (2001 - 2005)","2.5 TDI Sport 2dr (CVT)","Diesel","Automatic","Convertible","2","2496","Premium Upper Medium Convertibles","2004","50000","10995"
"20100101","SC","AUDI A4","SALOON (1995 - 2001)","1.9 TDI SE 4dr","Diesel","Manual","Saloon","4","1896","Premium Upper Medium Cars","1998","160000","1488"
"20100101","SC","AUDI A4","SALOON (1995 - 2001)","1.9 TDI SE 4dr","Diesel","Manual","Saloon","4","1896","Premium Upper Medium Cars","1999","125000","1990"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","1.9 TDI Sport Quattro 4dr","Diesel","Manual","Saloon","4","1896","Premium Upper Medium Cars","2002","76000","7495"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","1.9 TDI Sport Quattro 4dr","Diesel","Manual","Saloon","4","1896","Premium Upper Medium Cars","2002","46000","9995"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","1.9 TDI Sport Quattro 4dr","Diesel","Manual","Saloon","4","1896","Premium Upper Medium Cars","2004","54000","10995"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","1.9 TDI SE 4dr","Diesel","Manual","Saloon","4","1896","Premium Upper Medium Cars","2003","63000","6995"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.5 TDI Sport Quattro 4dr","Diesel","Manual","Saloon","4","2496","Premium Upper Medium Cars","2004","0","8495"
"20100101","SC","AUDI A4","SALOON (1995 - 2001)","1.6 SE 4dr","Petrol","Manual","Saloon","4","1595","Premium Upper Medium Cars","1999","109000","1991"
"20100101","SC","AUDI A4","SALOON (1995 - 2001)","1.8 4dr","Petrol","Automatic","Saloon","4","1781","Premium Upper Medium Cars","1996","82393","1350"
"20100101","SC","AUDI A4","SALOON (1995 - 2001)","1.8 T Sport Quattro 4dr","Petrol","Manual","Saloon","4","1781","Premium Upper Medium Cars","2000","95000","3495"
"20100101","SC","AUDI A4","SALOON (1995 - 2001)","2.4 SE 4dr","Petrol","Automatic","Saloon","4","2393","Premium Upper Medium Cars","1998","34000","4995"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.0 FSI SE 4dr","Petrol","Manual","Saloon","4","1984","Premium Upper Medium Cars","2003","83500","5495"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.0 SE 4dr (CVT)","Petrol","Automatic","Saloon","4","1984","Premium Upper Medium Cars","2001","63589","4995"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.0 SE 4dr (CVT)","Petrol","Automatic","Saloon","4","1984","Premium Upper Medium Cars","2003","36000","6995"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.0 SE 4dr (CVT)","Petrol","Automatic","Saloon","4","1984","Premium Upper Medium Cars","2002","66000","5950"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.0 SE 4dr (CVT)","Petrol","Automatic","Saloon","4","1984","Premium Upper Medium Cars","2002","48733","5950"
"20100101","SC","AUDI A4","SALOON (2000 - 2004)","2.0 SE 4dr","Petrol","Manual","Saloon","4","1984","Premium Upper Medium Cars","2002","72000","4000"
